keyword,page,job_title,company,location,salary,posted_date,job_url,raw_text
Data Scientist,3,Business Development Manager – Freight Forwarder,SDS - ACUTECH COMPANY LIMITED (Samsung SDS Thailand JV),,ตามตกลง,16 ก.พ. 69,https://www.jobthai.com/th/company/job/1854871,Business Development Manager – Freight Forwarder SDS - ACUTECH COMPANY LIMITED (Samsung SDS Thailand JV) SDS - ACUTECH COMPANY LIMITED (Samsung SDS Thailand JV) MRT ศูนย์การประชุมแห่งชาติสิริกิติ์ ตามตกลง 16 ก.พ. 69
Data Scientist,3,"UX/UI Designer (Financial, Trading exp.)",Helius Technologies (Thailand) Limitied,เขตบางรัก กรุงเทพมหานคร,"30,000 - 40,000 บาท",13 ก.พ. 69,https://www.jobthai.com/th/company/job/1810744,"UX/UI Designer (Financial, Trading exp.) Helius Technologies (Thailand) Limitied Helius Technologies (Thailand) Limitied เขตบางรัก กรุงเทพมหานคร 30,000 - 40,000 บาท สัมภาษณ์งานออนไลน์ 13 ก.พ. 69"
Data Scientist,3,Product Specialist (Fine Chemicals & Analytical Reagents),บริษัท เอเพกซ์ เคมิเคิล จำกัด,เขตห้วยขวาง กรุงเทพมหานคร,ตามโครงสร้างและประสบการณ์การทำงาน,13 ก.พ. 69,https://www.jobthai.com/th/company/job/1396889,Product Specialist (Fine Chemicals & Analytical Reagents) บริษัท เอเพกซ์ เคมิเคิล จำกัด บริษัท เอเพกซ์ เคมิเคิล จำกัด รับสมัครด่วน เขตห้วยขวาง กรุงเทพมหานคร ตามโครงสร้างและประสบการณ์การทำงาน 13 ก.พ. 69
Data Scientist,4,E-commerce operation Manager 50K-80K,บริษัท หมี่มอลล์ (ไทยแลนด์) จำกัด,เขตดินแดง กรุงเทพมหานคร,"50,000 - 80,000 บาท",10 ก.พ. 69,https://www.jobthai.com/th/company/job/1564665,"E-commerce operation Manager 50K-80K 10 ก.พ. 69 บริษัท หมี่มอลล์ (ไทยแลนด์) จำกัด บริษัท หมี่มอลล์ (ไทยแลนด์) จำกัด เขตดินแดง กรุงเทพมหานคร 50,000 - 80,000 บาท"
Data Scientist,4,Treasury Officer,บริษัท เรเว่ ออโตโมทีฟ จำกัด,เขตปทุมวัน กรุงเทพมหานคร,ตามตกลง,16 ก.พ. 69,https://www.jobthai.com/th/company/job/1836331,Treasury Officer 16 ก.พ. 69 บริษัท เรเว่ ออโตโมทีฟ จำกัด บริษัท เรเว่ ออโตโมทีฟ จำกัด เขตปทุมวัน กรุงเทพมหานคร ตามตกลง สัมภาษณ์งานออนไลน์
Data Scientist,4,Process Improvement Engineer / วิศวกรปรับปรุงการผลิต,"Wan Thai Foods Industry CO.,LTD (บริษัท วันไทยอุตสาหกรรมการอาหาร จำกัด เครือ อายิโนะโมะโต๊ะ กรุ๊ป)",นิคมอุตสาหกรรมบางชัน กรุงเทพมหานคร,ตามตกลง,16 ก.พ. 69,https://www.jobthai.com/th/company/job/1738749,"Process Improvement Engineer / วิศวกรปรับปรุงการผลิต Wan Thai Foods Industry CO.,LTD (บริษัท วันไทยอุตสาหกรรมการอาหาร จำกัด เครือ อายิโนะโมะโต๊ะ กรุ๊ป) Wan Thai Foods Industry CO.,LTD (บริษัท วันไทยอุตสาหกรรมการอาหาร จำกัด เครือ อายิโนะโมะโต๊ะ กรุ๊ป) นิคมอุตสาหกรรมบางชัน กรุงเทพมหานคร ตามตกลง สัมภาษณ์งานออนไลน์ 16 ก.พ. 69"
Data Scientist,4,Cloud Engineer ประจำสาขาหาดใหญ่และสาขากรุงเทพฯ (IBC),กลุ่มบริษัท ศรีตรังแอโกรอินดัสทรี จำกัด (มหาชน),เขตปทุมวัน กรุงเทพมหานคร,ตามโครงสร้างบริษัทฯ,12 ก.พ. 69,https://www.jobthai.com/th/company/job/1704469,Cloud Engineer ประจำสาขาหาดใหญ่และสาขากรุงเทพฯ (IBC) กลุ่มบริษัท ศรีตรังแอโกรอินดัสทรี จำกัด (มหาชน) กลุ่มบริษัท ศรีตรังแอโกรอินดัสทรี จำกัด (มหาชน) เขตปทุมวัน กรุงเทพมหานคร ตามโครงสร้างบริษัทฯ สัมภาษณ์งานออนไลน์ 12 ก.พ. 69
Data Scientist,4,"Engineer (DOORS, V&V)","China Railway International Co.,Ltd.",เขตบางเขน กรุงเทพมหานคร,ตามตกลง,9 ก.พ. 69,https://www.jobthai.com/th/company/job/1776366,"Engineer (DOORS, V&V) China Railway International Co.,Ltd. China Railway International Co.,Ltd. เขตบางเขน กรุงเทพมหานคร ตามตกลง 9 ก.พ. 69"
Data Scientist,4,Site Reliability Engineer / System Admin,บริษัท ตงฮั้ว โฮลดิ้ง จำกัด (มหาชน) / Tong Hua Holding Public Company Limited.,,ตามตกลง,16 ก.พ. 69,https://www.jobthai.com/th/company/job/1674568,Site Reliability Engineer / System Admin บริษัท ตงฮั้ว โฮลดิ้ง จำกัด (มหาชน) / Tong Hua Holding Public Company Limited. บริษัท ตงฮั้ว โฮลดิ้ง จำกัด (มหาชน) / Tong Hua Holding Public Company Limited. MRT หัวลำโพง ตามตกลง 16 ก.พ. 69
Data Scientist,4,Product Orchestrator (Full-Stack / IoT Integration),SKY ICT Public Company Limited,เขตวังทองหลาง กรุงเทพมหานคร,ตามโครงสร้างบริษัทฯ,16 ก.พ. 69,https://www.jobthai.com/th/company/job/1827284,Product Orchestrator (Full-Stack / IoT Integration) SKY ICT Public Company Limited SKY ICT Public Company Limited เขตวังทองหลาง กรุงเทพมหานคร ตามโครงสร้างบริษัทฯ 16 ก.พ. 69
Data Scientist,4,227_Commissioning Manager,บริษัท สกิลพาวเวอร์ เซอร์วิส (ประเทศไทย) จำกัด,เขตปทุมวัน กรุงเทพมหานคร,ตามโครงสร้างบริษัทฯ,16 ก.พ. 69,https://www.jobthai.com/th/company/job/1783944,227_Commissioning Manager บริษัท สกิลพาวเวอร์ เซอร์วิส (ประเทศไทย) จำกัด บริษัท สกิลพาวเวอร์ เซอร์วิส (ประเทศไทย) จำกัด เขตปทุมวัน กรุงเทพมหานคร ตามโครงสร้างบริษัทฯ สัมภาษณ์งานออนไลน์ 16 ก.พ. 69
Data Scientist,4,Cloud Engineer (Automotive Dashcam) T04169,"CareerLink Recruitment (Thailand) Co., Ltd.",เขตราชเทวี กรุงเทพมหานคร,"24,000-35,000THB(Depends on experiences)",16 ก.พ. 69,https://www.jobthai.com/th/company/job/1864827,"Cloud Engineer (Automotive Dashcam) T04169 CareerLink Recruitment (Thailand) Co., Ltd. CareerLink Recruitment (Thailand) Co., Ltd. เขตราชเทวี กรุงเทพมหานคร 24,000-35,000THB(Depends on experiences) 16 ก.พ. 69"
Data Scientist,4,Social Media Specialist,"HEBE THAILAND CO., LTD.",,"20,000 - 30,000 บาท",16 ก.พ. 69,https://www.jobthai.com/th/company/job/1862169,"Social Media Specialist HEBE THAILAND CO., LTD. HEBE THAILAND CO., LTD. รับสมัครด่วน BTS อโศก MRT สุขุมวิท 20,000 - 30,000 บาท 16 ก.พ. 69"
Data Scientist,4,Receptionist,"Beanie & Co CO., Ltd",เขตวัฒนา กรุงเทพมหานคร,"17,000 - 25,000 บาท",9 ก.พ. 69,https://www.jobthai.com/th/company/job/1735337,"Receptionist 9 ก.พ. 69 Beanie & Co CO., Ltd Beanie & Co CO., Ltd เขตวัฒนา กรุงเทพมหานคร 17,000 - 25,000 บาท"
Data Scientist,4,Full Stack Developer (Project),บริษัท อัฟวาแลนท์ จำกัด,เขตสาทร กรุงเทพมหานคร,ตามประสบการณ์,13 ก.พ. 69,https://www.jobthai.com/th/company/job/1554895,Full Stack Developer (Project) บริษัท อัฟวาแลนท์ จำกัด บริษัท อัฟวาแลนท์ จำกัด รับสมัครด่วน เขตสาทร กรุงเทพมหานคร ตามประสบการณ์ สัมภาษณ์งานออนไลน์ 13 ก.พ. 69
Data Scientist,4,System / Network Specialist,บริษัท อาหารยอดคุณ จำกัด,เขตมีนบุรี กรุงเทพมหานคร,ตามตกลง,13 ก.พ. 69,https://www.jobthai.com/th/company/job/1741583,System / Network Specialist บริษัท อาหารยอดคุณ จำกัด บริษัท อาหารยอดคุณ จำกัด เขตมีนบุรี กรุงเทพมหานคร ตามตกลง 13 ก.พ. 69
Data Scientist,4,AI Solution and Program Team Head,บริษัท อินโฟล แอคเคาน์ติ้ง จำกัด,,ตามตกลง,16 ก.พ. 69,https://www.jobthai.com/th/company/job/1854882,"AI Solution and Program Team Head 16 ก.พ. 69 บริษัท อินโฟล แอคเคาน์ติ้ง จำกัด บริษัท อินโฟล แอคเคาน์ติ้ง จำกัด รับสมัครด่วน MRT บางพลัด, บางอ้อ ตามตกลง สัมภาษณ์งานออนไลน์"
Data Scientist,4,Cyber Security Engineer (Junior-Senior),"บริษัท ยิบอินซอย จำกัด (Yip In Tsoi & Co.,Ltd. - YipInTsoi Group)",เขตบางรัก กรุงเทพมหานคร,ตามตกลง,16 ก.พ. 69,https://www.jobthai.com/th/company/job/1615406,"Cyber Security Engineer (Junior-Senior) บริษัท ยิบอินซอย จำกัด (Yip In Tsoi & Co.,Ltd. - YipInTsoi Group) บริษัท ยิบอินซอย จำกัด (Yip In Tsoi & Co.,Ltd. - YipInTsoi Group) เขตบางรัก กรุงเทพมหานคร ตามตกลง Hybrid Work สัมภาษณ์งานออนไลน์ 16 ก.พ. 69"
Data Scientist,4,Membership Manager : ปฏิบัติงานที่ 1577 Infinite เกษตรนวมินทร์,"1577 Infinite Co., Ltd.",เขตบึงกุ่ม กรุงเทพมหานคร,ตามประสบการณ์,16 ก.พ. 69,https://www.jobthai.com/th/company/job/1830059,"Membership Manager : ปฏิบัติงานที่ 1577 Infinite เกษตรนวมินทร์ 1577 Infinite Co., Ltd. 1577 Infinite Co., Ltd. เขตบึงกุ่ม กรุงเทพมหานคร ตามประสบการณ์ สัมภาษณ์งานออนไลน์ 16 ก.พ. 69"
Data Scientist,4,Senior System & Network Administrator ปฏิบัติงานที่เกษตร-นวมินทร์,"1577 Infinite Co., Ltd.",เขตบึงกุ่ม กรุงเทพมหานคร,"32,000 - 40,000 บาท",16 ก.พ. 69,https://www.jobthai.com/th/company/job/1693001,"Senior System & Network Administrator ปฏิบัติงานที่เกษตร-นวมินทร์ 1577 Infinite Co., Ltd. 1577 Infinite Co., Ltd. เขตบึงกุ่ม กรุงเทพมหานคร 32,000 - 40,000 บาท สัมภาษณ์งานออนไลน์ 16 ก.พ. 69"
Data Scientist,4,Thai Language Teacher (Mastery School),บริษัท เลิร์น คอร์ปอเรชั่น จำกัด (มหาชน),,ตามโครงสร้างบริษัทฯ,16 ก.พ. 69,https://www.jobthai.com/th/company/job/1863594,"Thai Language Teacher (Mastery School) บริษัท เลิร์น คอร์ปอเรชั่น จำกัด (มหาชน) บริษัท เลิร์น คอร์ปอเรชั่น จำกัด (มหาชน) BTS สนามกีฬาแห่งชาติ, สยาม ตามโครงสร้างบริษัทฯ สัมภาษณ์งานออนไลน์ 16 ก.พ. 69"
Data Scientist,4,Network Engineer (Senior) – Network & Security,"บริษัท ยิบอินซอย จำกัด (Yip In Tsoi & Co.,Ltd. - YipInTsoi Group)",เขตบางรัก กรุงเทพมหานคร,ตามตกลง,16 ก.พ. 69,https://www.jobthai.com/th/company/job/1787257,"Network Engineer (Senior) – Network & Security บริษัท ยิบอินซอย จำกัด (Yip In Tsoi & Co.,Ltd. - YipInTsoi Group) บริษัท ยิบอินซอย จำกัด (Yip In Tsoi & Co.,Ltd. - YipInTsoi Group) เขตบางรัก กรุงเทพมหานคร ตามตกลง 16 ก.พ. 69"
Data Scientist,4,Sales Manager (Gemstone Testing Services),"Guild (Bangkok) Co., LTD.",เขตบางรัก กรุงเทพมหานคร,"27,000 - 55,000 บาท",9 ก.พ. 69,https://www.jobthai.com/th/company/job/1827997,"Sales Manager (Gemstone Testing Services) Guild (Bangkok) Co., LTD. Guild (Bangkok) Co., LTD. เขตบางรัก กรุงเทพมหานคร 27,000 - 55,000 บาท 9 ก.พ. 69"
Data Scientist,5,Project Manager,"Genius Soft.Co., Ltd.",,ไม่ระบุ,12 ก.พ. 69,https://www.jobthai.com/th/company/job/1606151,"Project Manager Genius Soft.Co., Ltd. Genius Soft.Co., Ltd. Urgently Required BTS ช่องนนทรี, ศาลาแดง BRT สาทร ไม่ระบุ สัมภาษณ์งานออนไลน์ 12 ก.พ. 69"
Data Scientist,5,Senior HR Officer (Ripples Commerce) ประจำสีลม,กลุ่มบริษัท จันวาณิชย์,,ตามตกลง,16 ก.พ. 69,https://www.jobthai.com/th/company/job/1768900,"Senior HR Officer (Ripples Commerce) ประจำสีลม กลุ่มบริษัท จันวาณิชย์ กลุ่มบริษัท จันวาณิชย์ BTS ช่องนนทรี, เซนต์หลุยส์ ตามตกลง สัมภาษณ์งานออนไลน์ 16 ก.พ. 69"
Data Scientist,5,IT Security Engineer,บริษัท ไทย เนม เซิฟเวอร์ จำกัด,เขตดุสิต กรุงเทพมหานคร,ตามตกลง,9 ก.พ. 69,https://www.jobthai.com/th/company/job/1485526,IT Security Engineer บริษัท ไทย เนม เซิฟเวอร์ จำกัด บริษัท ไทย เนม เซิฟเวอร์ จำกัด เขตดุสิต กรุงเทพมหานคร ตามตกลง 9 ก.พ. 69
Data Scientist,5,Senior Product Level (PM for IT Distributor),SVOA GROUP,เขตราษฎร์บูรณะ กรุงเทพมหานคร,ตามประสบการณ์,10 ก.พ. 69,https://www.jobthai.com/th/company/job/1722926,Senior Product Level (PM for IT Distributor) SVOA GROUP SVOA GROUP เขตราษฎร์บูรณะ กรุงเทพมหานคร ตามประสบการณ์ 10 ก.พ. 69
Data Scientist,5,Presales Engineer (Cloud & Infrastructure) - UIH,บริษัท เบญจจินดา โฮลดิ้ง จำกัด,,ตามประสบการณ์,16 ก.พ. 69,https://www.jobthai.com/th/company/job/1863413,Presales Engineer (Cloud & Infrastructure) - UIH บริษัท เบญจจินดา โฮลดิ้ง จำกัด บริษัท เบญจจินดา โฮลดิ้ง จำกัด SRT บางเขน ตามประสบการณ์ 16 ก.พ. 69
Data Scientist,5,Executive – People Experience,บริษัท เพอร์ฟอร์แมนซ์ มอเตอร์ส (ประเทศไทย) จำกัด,เขตหลักสี่ กรุงเทพมหานคร,ตามโครงสร้างบริษัทฯ,10 ก.พ. 69,https://www.jobthai.com/th/company/job/1842895,Executive – People Experience บริษัท เพอร์ฟอร์แมนซ์ มอเตอร์ส (ประเทศไทย) จำกัด บริษัท เพอร์ฟอร์แมนซ์ มอเตอร์ส (ประเทศไทย) จำกัด เขตหลักสี่ กรุงเทพมหานคร ตามโครงสร้างบริษัทฯ 10 ก.พ. 69
Data Scientist,5,Store General Manager (Go Wholesale),บริษัท เซ็นทรัลรีเทล และ ธุรกิจในเครือ,,ตามตกลง,16 ก.พ. 69,https://www.jobthai.com/th/company/job/1767936,Store General Manager (Go Wholesale) บริษัท เซ็นทรัลรีเทล และ ธุรกิจในเครือ บริษัท เซ็นทรัลรีเทล และ ธุรกิจในเครือ BTS ช่องนนทรี ตามตกลง สัมภาษณ์งานออนไลน์ 16 ก.พ. 69
Data Scientist,5,Senior Programmer/โปรแกรมเมอร์,"FETC International Thailand Co., Ltd.",,ไม่ระบุ,9 ก.พ. 69,https://www.jobthai.com/th/company/job/1479622,"Senior Programmer/โปรแกรมเมอร์ 9 ก.พ. 69 FETC International Thailand Co., Ltd. FETC International Thailand Co., Ltd. BTS อารีย์ ไม่ระบุ"
Data Scientist,5,Digital Marketing / Data entry /ผู้เชี่ยวชาญด้านการตลาดดิจิทัล / อีคอมเมิร์ซ,"MLA Thai Co., Ltd.",เขตปทุมวัน กรุงเทพมหานคร,"starting from 30,000 Baht + commission",11 ก.พ. 69,https://www.jobthai.com/th/company/job/1857278,"Digital Marketing / Data entry /ผู้เชี่ยวชาญด้านการตลาดดิจิทัล / อีคอมเมิร์ซ 11 ก.พ. 69 MLA Thai Co., Ltd. MLA Thai Co., Ltd. เขตปทุมวัน กรุงเทพมหานคร starting from 30,000 Baht + commission"
Data Scientist,5,HR Specialist – Compensation & Benefits,VS Group,เขตปทุมวัน กรุงเทพมหานคร,ตามโครงสร้างบริษัทฯ,16 ก.พ. 69,https://www.jobthai.com/th/company/job/1866652,HR Specialist – Compensation & Benefits VS Group VS Group เขตปทุมวัน กรุงเทพมหานคร ตามโครงสร้างบริษัทฯ 16 ก.พ. 69
Data Scientist,5,Customer Support Officer (EduSmith) / English Speaking *Welcome New Grads,บริษัท เลิร์น คอร์ปอเรชั่น จำกัด (มหาชน),,ตามโครงสร้างบริษัทฯ,16 ก.พ. 69,https://www.jobthai.com/th/company/job/1851069,"Customer Support Officer (EduSmith) / English Speaking *Welcome New Grads บริษัท เลิร์น คอร์ปอเรชั่น จำกัด (มหาชน) บริษัท เลิร์น คอร์ปอเรชั่น จำกัด (มหาชน) BTS สนามกีฬาแห่งชาติ, สยาม ตามโครงสร้างบริษัทฯ 16 ก.พ. 69"
Data Scientist,5,Business Analyst ประจำสาขาหาดใหญ่และสาขากรุงเทพฯ (IBC),กลุ่มบริษัท ศรีตรังแอโกรอินดัสทรี จำกัด (มหาชน),เขตปทุมวัน กรุงเทพมหานคร,ตามโครงสร้างบริษัทฯ,12 ก.พ. 69,https://www.jobthai.com/th/company/job/1482334,Business Analyst ประจำสาขาหาดใหญ่และสาขากรุงเทพฯ (IBC) กลุ่มบริษัท ศรีตรังแอโกรอินดัสทรี จำกัด (มหาชน) กลุ่มบริษัท ศรีตรังแอโกรอินดัสทรี จำกัด (มหาชน) เขตปทุมวัน กรุงเทพมหานคร ตามโครงสร้างบริษัทฯ สัมภาษณ์งานออนไลน์ 12 ก.พ. 69
Data Scientist,5,Digital Business Development Manager (Sales Manager),บริษัท ไอท้อปพลัส จำกัด,,ตามประสบการณ์,16 ก.พ. 69,https://www.jobthai.com/th/company/job/1820039,Digital Business Development Manager (Sales Manager) บริษัท ไอท้อปพลัส จำกัด บริษัท ไอท้อปพลัส จำกัด MRT ศูนย์วัฒนธรรมแห่งประเทศไทย ตามประสบการณ์ 16 ก.พ. 69
Data Scientist,5,"Sales Executive (HPLC, GC, and hyphenated MS techniques)","Sithiporn Associates Co., Ltd.",เขตบางพลัด กรุงเทพมหานคร,ตามตกลง,16 ก.พ. 69,https://www.jobthai.com/th/company/job/1839745,"Sales Executive (HPLC, GC, and hyphenated MS techniques) Sithiporn Associates Co., Ltd. Sithiporn Associates Co., Ltd. เขตบางพลัด กรุงเทพมหานคร ตามตกลง 16 ก.พ. 69"
Data Scientist,5,Senior Digital Marketing,บริษัท อี-เอ็มพาวเวอร์เมนท์ จำกัด,เขตบางรัก กรุงเทพมหานคร,ตามโครงสร้างบริษัทฯ,16 ก.พ. 69,https://www.jobthai.com/th/company/job/1841347,Senior Digital Marketing บริษัท อี-เอ็มพาวเวอร์เมนท์ จำกัด บริษัท อี-เอ็มพาวเวอร์เมนท์ จำกัด เขตบางรัก กรุงเทพมหานคร ตามโครงสร้างบริษัทฯ สัมภาษณ์งานออนไลน์ 16 ก.พ. 69
Data Scientist,5,Logistics Operation (Team Leader / Supervisor / Assistant Manager),"Inteluck (Thailand) Co., Ltd.",เขตดินแดง กรุงเทพมหานคร,As experiences and qualifications,16 ก.พ. 69,https://www.jobthai.com/th/company/job/1507642,"Logistics Operation (Team Leader / Supervisor / Assistant Manager) Inteluck (Thailand) Co., Ltd. Inteluck (Thailand) Co., Ltd. Urgently Required เขตดินแดง กรุงเทพมหานคร As experiences and qualifications 16 ก.พ. 69"
Data Scientist,5,System Analyst,"Tech Soft Holding Co., Ltd.",เขตวัฒนา กรุงเทพมหานคร,"50,000 - 75,000 บาท",11 ก.พ. 69,https://www.jobthai.com/th/company/job/1349387,"System Analyst Tech Soft Holding Co., Ltd. Tech Soft Holding Co., Ltd. เขตวัฒนา กรุงเทพมหานคร 50,000 - 75,000 บาท สัมภาษณ์งานออนไลน์ 11 ก.พ. 69"
Data Scientist,5,Senior Gemologist,"Guild (Bangkok) Co., LTD.",เขตบางรัก กรุงเทพมหานคร,"46,000 - 66,000 บาท",9 ก.พ. 69,https://www.jobthai.com/th/company/job/1828037,"Senior Gemologist Guild (Bangkok) Co., LTD. Guild (Bangkok) Co., LTD. เขตบางรัก กรุงเทพมหานคร 46,000 - 66,000 บาท 9 ก.พ. 69"
Data Scientist,5,Senior Accountant,"DCA International Co., Ltd.",เขตพระโขนง กรุงเทพมหานคร,ตามประสบการณ์,11 ก.พ. 69,https://www.jobthai.com/th/company/job/1782849,"Senior Accountant DCA International Co., Ltd. DCA International Co., Ltd. เขตพระโขนง กรุงเทพมหานคร ตามประสบการณ์ สัมภาษณ์งานออนไลน์ 11 ก.พ. 69"
Data Scientist,5,System Analyst,"บริษัท ยิบอินซอย จำกัด (Yip In Tsoi & Co.,Ltd. - YipInTsoi Group)",เขตคลองเตย กรุงเทพมหานคร,ตามประสบการณ์,16 ก.พ. 69,https://www.jobthai.com/th/company/job/1841076,"System Analyst บริษัท ยิบอินซอย จำกัด (Yip In Tsoi & Co.,Ltd. - YipInTsoi Group) บริษัท ยิบอินซอย จำกัด (Yip In Tsoi & Co.,Ltd. - YipInTsoi Group) เขตคลองเตย กรุงเทพมหานคร ตามประสบการณ์ 16 ก.พ. 69"
Data Scientist,6,Senior Full-stack Developer,บริษัท จัดหางานอเด็คโก้ พหลโยธิน จำกัด,เขตปทุมวัน กรุงเทพมหานคร,ตามประสบการณ์,10 ก.พ. 69,https://www.jobthai.com/th/company/job/1850907,Senior Full-stack Developer บริษัท จัดหางานอเด็คโก้ พหลโยธิน จำกัด บริษัท จัดหางานอเด็คโก้ พหลโยธิน จำกัด เขตปทุมวัน กรุงเทพมหานคร ตามประสบการณ์ Hybrid Work สัมภาษณ์งานออนไลน์ 10 ก.พ. 69
Data Scientist,6,Customer Services Specialist,Orbix Holdings Company Limited,เขตปทุมวัน กรุงเทพมหานคร,ตามโครงสร้างบริษัทฯ,16 ก.พ. 69,https://www.jobthai.com/th/company/job/1823048,Customer Services Specialist Orbix Holdings Company Limited Orbix Holdings Company Limited รับสมัครด่วน เขตปทุมวัน กรุงเทพมหานคร ตามโครงสร้างบริษัทฯ สัมภาษณ์งานออนไลน์ 16 ก.พ. 69
Data Scientist,6,Digital Marketing Manager (ฺBangkok),บริษัท ผลิตภัณฑ์ตราเพชร จำกัด (มหาชน),กรุงเทพมหานคร,ตามโครงสร้างบริษัทฯ,9 ก.พ. 69,https://www.jobthai.com/th/company/job/1858617,Digital Marketing Manager (ฺBangkok) บริษัท ผลิตภัณฑ์ตราเพชร จำกัด (มหาชน) บริษัท ผลิตภัณฑ์ตราเพชร จำกัด (มหาชน) กรุงเทพมหานคร ตามโครงสร้างบริษัทฯ 9 ก.พ. 69
Data Scientist,6,Export Operation Executive – Freight Forwarding,"GIRAF LOGISTICS (THAILAND) CO., LTD.",เขตทวีวัฒนา กรุงเทพมหานคร,"29,700 - 39,600 บาท",10 ก.พ. 69,https://www.jobthai.com/th/company/job/1849467,"Export Operation Executive – Freight Forwarding 10 ก.พ. 69 GIRAF LOGISTICS (THAILAND) CO., LTD. GIRAF LOGISTICS (THAILAND) CO., LTD. เขตทวีวัฒนา กรุงเทพมหานคร 29,700 - 39,600 บาท"
Data Scientist,6,วิศวกรไฟฟ้า / วิศวกรสิ่งแวดล้อม (Design),บริษัท อีอีซี เอ็นจิเนียริ่ง เน็ทเวิร์ค จำกัด และบริษัทในเครือ,,ตามโครงสร้างบริษัทฯ,12 ก.พ. 69,https://www.jobthai.com/th/company/job/1773035,วิศวกรไฟฟ้า / วิศวกรสิ่งแวดล้อม (Design) บริษัท อีอีซี เอ็นจิเนียริ่ง เน็ทเวิร์ค จำกัด และบริษัทในเครือ บริษัท อีอีซี เอ็นจิเนียริ่ง เน็ทเวิร์ค จำกัด และบริษัทในเครือ MRT วงแหวนรามอินทรา ตามโครงสร้างบริษัทฯ 12 ก.พ. 69
Data Scientist,6,Sr.Civil & Structural Engineer (บริษัทในเครือ),บริษัท อีอีซี เอ็นจิเนียริ่ง เน็ทเวิร์ค จำกัด และบริษัทในเครือ,,ตามโครงสร้างบริษัทฯ,12 ก.พ. 69,https://www.jobthai.com/th/company/job/1772468,Sr.Civil & Structural Engineer (บริษัทในเครือ) บริษัท อีอีซี เอ็นจิเนียริ่ง เน็ทเวิร์ค จำกัด และบริษัทในเครือ บริษัท อีอีซี เอ็นจิเนียริ่ง เน็ทเวิร์ค จำกัด และบริษัทในเครือ รับสมัครด่วน MRT วงแหวนรามอินทรา ตามโครงสร้างบริษัทฯ 12 ก.พ. 69
Data Scientist,6,Senior Ads Optimizer,OSUKA POWERTOOL (บริษัท ไอแม็กซ์เพาเวอร์ทูล จำกัด),เขตบางแค กรุงเทพมหานคร,"60,000 - 70,000 บาท",16 ก.พ. 69,https://www.jobthai.com/th/company/job/1864102,"Senior Ads Optimizer OSUKA POWERTOOL (บริษัท ไอแม็กซ์เพาเวอร์ทูล จำกัด) OSUKA POWERTOOL (บริษัท ไอแม็กซ์เพาเวอร์ทูล จำกัด) เขตบางแค กรุงเทพมหานคร 60,000 - 70,000 บาท สัมภาษณ์งานออนไลน์ 16 ก.พ. 69"
Data Scientist,6,Customer Service Supervisor (หัวหน้าฝ่ายบริการลูกค้า),บริษัท โฟกัส มีเดีย (ประเทศไทย) จำกัด,,ตามประสบการณ์,12 ก.พ. 69,https://www.jobthai.com/th/company/job/1846850,"Customer Service Supervisor (หัวหน้าฝ่ายบริการลูกค้า) บริษัท โฟกัส มีเดีย (ประเทศไทย) จำกัด บริษัท โฟกัส มีเดีย (ประเทศไทย) จำกัด BTS ช่องนนทรี, เซนต์หลุยส์, สุรศักดิ์ BRT สาทร ตามประสบการณ์ 12 ก.พ. 69"
Data Scientist,6,Senior CGI Designer,Orbit Design Studio,เขตปทุมวัน กรุงเทพมหานคร,ตามโครงสร้างบริษัทฯ,13 ก.พ. 69,https://www.jobthai.com/th/company/job/1858484,Senior CGI Designer 13 ก.พ. 69 Orbit Design Studio Orbit Design Studio เขตปทุมวัน กรุงเทพมหานคร ตามโครงสร้างบริษัทฯ
Data Scientist,6,Devops Engineer (Contract),บริษัท แอดเดนด้า จำกัด,,ตามโครงสร้างบริษัทฯ,9 ก.พ. 69,https://www.jobthai.com/th/company/job/1799401,"Devops Engineer (Contract) บริษัท แอดเดนด้า จำกัด บริษัท แอดเดนด้า จำกัด BTS ช่องนนทรี, เซนต์หลุยส์ BRT สาทร ตามโครงสร้างบริษัทฯ สัมภาษณ์งานออนไลน์ 9 ก.พ. 69"
Data Scientist,6,"Programmer,System Analyst,Business Analyst,Tester",APAR TECHNOLOGIES (THAILAND) LTD.,เขตวัฒนา กรุงเทพมหานคร,ไม่ระบุ,11 ก.พ. 69,https://www.jobthai.com/th/company/job/1163905,"Programmer,System Analyst,Business Analyst,Tester APAR TECHNOLOGIES (THAILAND) LTD. APAR TECHNOLOGIES (THAILAND) LTD. เขตวัฒนา กรุงเทพมหานคร ไม่ระบุ 11 ก.พ. 69"
Data Scientist,6,Marketplace Specialist (Shopee/Lazada/TikTok) - 会中文 [Office ลาดพร้าว/พหลโยธิน],"GDT MARKETING AND RETAIL CO.,LTD",,ตามประสบการณ์,16 ก.พ. 69,https://www.jobthai.com/th/company/job/1834474,"Marketplace Specialist (Shopee/Lazada/TikTok) - 会中文 [Office ลาดพร้าว/พหลโยธิน] GDT MARKETING AND RETAIL CO.,LTD GDT MARKETING AND RETAIL CO.,LTD BTS ห้าแยกลาดพร้าว MRT พหลโยธิน ตามประสบการณ์ สัมภาษณ์งานออนไลน์ 16 ก.พ. 69"
